,t,pixelx,pixely
72,1.295,798.0,361.5
73,1.311667,800.0,362.5
74,1.328333,810.0,363.0
75,1.345,818.0,363.0
76,1.361667,820.0,363.0
77,1.378333,825.0,363.0
78,1.395,828.5,363.0
79,1.411667,824.5,369.0
80,1.428333,834.5,368.0
81,1.445,841.0,368.0
82,1.461667,846.0,368.0
83,1.478333,850.0,368.0
84,1.495,850.5,367.5
85,1.511667,858.5,368.0
86,1.528333,864.0,368.0
87,1.545,867.0,368.0
88,1.561667,869.0,368.0
89,1.578333,870.5,369.0
90,1.595,876.5,371.0
91,1.611667,878.0,372.0
92,1.628333,879.5,372.5
93,1.645,886.5,373.5
94,1.661667,888.0,373.5
95,1.678333,894.0,372.0
96,1.695,889.5,367.5
97,1.711667,889.2929,367.0842
98,1.728333,889.1361,366.6225
99,1.745,888.5709,366.8771
100,1.761667,887.5597,367.195
101,1.778333,885.6858,368.36
102,1.795,884.4692,368.9092
103,1.811667,883.0357,369.211
104,1.828333,881.6092,369.1381
105,1.845,880.3409,368.4365
106,1.861667,879.2471,367.4417
107,1.878333,878.2238,365.9859
108,1.895,876.7528,364.6649
109,1.911667,874.6463,362.7279
110,1.928333,872.0497,360.9792
111,1.945,869.4448,359.5776
112,1.961667,866.2477,358.4971
113,1.978333,863.1172,358.606
114,1.995,859.4015,358.8451
115,2.011667,855.4413,358.8495
116,2.028333,851.8786,358.2749
117,2.045,847.6932,356.9164
118,2.061667,843.6525,354.5798
119,2.078333,839.3391,351.7213
120,2.095,834.9946,348.5425
121,2.111667,829.3105,344.5614
122,2.128333,823.3345,339.6102
123,2.145,817.8871,333.4972
124,2.161667,810.9545,327.5244
125,2.178333,803.2606,321.9768
126,2.195,796.827,316.6635
127,2.211667,787.9657,310.825
128,2.228333,780.7583,304.3447
129,2.245,771.0689,296.5757
130,2.261667,760.6451,288.3954
131,2.278333,749.517,279.3366
132,2.295,734.0124,271.0617
133,2.311667,721.0557,262.4495
134,2.328333,704.4594,255.7113
135,2.345,689.7117,248.3887
136,2.361667,674.1828,241.464
137,2.378333,657.7426,235.8207
138,2.395,641.7464,230.6409
139,2.411667,628.0,228.0
140,2.428333,617.0,221.0
141,2.445,618.0,214.0
142,2.461667,606.0,211.0
143,2.478333,592.0,207.0
144,2.495,592.0,207.0
145,2.511667,581.0,199.0
146,2.528333,585.0,199.0
147,2.545,582.0,194.0
148,2.561667,577.0,194.0
149,2.578333,571.0,192.0
150,2.595,569.0,191.0
151,2.611667,566.0,194.0
152,2.628333,563.0,196.0
153,2.645,560.0,198.0
154,2.661667,551.0,213.0
155,2.678333,546.0,220.0
156,2.696667,536.0,232.0
157,2.713333,523.0,254.0
158,2.73,514.0,263.0
159,2.746667,505.727,279.0919
160,2.763333,500.0691,294.7634
161,2.78,495.6644,315.679
162,2.796667,492.3985,341.1619
163,2.813333,497.7557,364.6769
164,2.83,506.9444,389.1666
165,2.846667,515.2319,402.493
166,2.863333,518.9938,402.8279
167,2.88,520.4993,402.0726
168,2.896667,523.6025,403.7443
169,2.913333,526.4554,406.4227
170,2.93,527.8794,406.5618
171,2.946667,529.3678,406.853
172,2.963333,530.2258,406.9688
173,2.98,530.6875,406.9114
174,2.996667,531.4149,408.063
175,3.013333,532.1389,407.7919
176,3.03,532.4715,409.0432
177,3.046667,532.4988,410.4374
178,3.063333,533.4814,411.1516
179,3.08,534.3378,412.2981
180,3.096667,534.8608,413.419
181,3.113333,535.486,415.3789
182,3.13,536.2786,416.912
183,3.146667,537.202,418.1613
184,3.163333,537.6911,418.9509
185,3.18,539.2016,420.2088
186,3.196667,540.4947,421.4709
187,3.213333,541.6926,423.2167
188,3.23,542.7715,425.397
189,3.246667,544.0856,428.1555
190,3.263333,545.18,431.0995
191,3.28,546.2849,434.1741
192,3.296667,547.53,437.4424
193,3.313333,560.0,447.0
194,3.33,560.9144,449.7995
195,3.346667,561.9713,453.0949
196,3.363333,563.6471,456.686
197,3.38,565.732,459.2002
198,3.396667,567.7322,461.5563
199,3.413333,571.0262,463.5417
200,3.43,573.9364,464.6715
201,3.446667,577.1732,465.596
202,3.463333,576.6597,466.7084
203,3.48,581.1551,468.1921
204,3.496667,582.8972,470.6246
205,3.513333,588.6498,472.5769
206,3.53,621.0,464.0
207,3.546667,623.8112,465.7787
208,3.563333,626.4928,466.9901
209,3.58,628.6196,467.3649
210,3.596667,631.3051,466.7076
211,3.613333,634.3238,465.1321
212,3.63,637.7302,462.8375
213,3.646667,641.6093,460.5919
214,3.663333,646.5927,458.9862
215,3.68,651.6106,457.8028
216,3.696667,656.8051,457.1792
217,3.713333,661.6124,457.2479
218,3.73,665.4682,458.1155
219,3.746667,669.2172,459.026
220,3.763333,672.9046,460.481
221,3.78,693.607,470.3482
222,3.796667,697.2791,470.7558
223,3.813333,699.8741,472.2276
224,3.83,695.0,457.0
225,3.846667,705.1794,472.9674
226,3.863333,707.7524,472.8371
227,3.88,710.6427,472.6953
228,3.896667,712.8085,472.548
229,3.913333,715.9035,472.0714
230,3.93,717.9339,471.5927
231,3.946667,720.404,471.1481
232,3.963333,721.274,470.6096
233,3.98,722.0763,469.9962
234,3.996667,722.5949,469.3685
235,4.013333,722.9602,467.6162
236,4.03,723.857,465.8199
237,4.046667,724.6299,464.4402
238,4.063333,725.1883,463.1811
239,4.08,725.8582,461.9211
240,4.096667,727.3087,460.6124
241,4.113333,728.9767,459.1211
242,4.13,730.9918,458.2671
243,4.146667,732.9606,457.051
244,4.163333,735.5274,456.1626
245,4.18,738.457,454.6472
246,4.196667,741.577,454.0801
247,4.213333,745.1147,453.7456
248,4.23,748.8776,453.2107
249,4.246667,753.1399,452.7652
250,4.263333,756.942,452.1955
251,4.28,761.2217,451.7071
252,4.296667,765.2871,451.3525
253,4.313333,769.4924,451.144
254,4.33,773.5572,450.9945
255,4.346667,777.1742,451.1113
256,4.363333,780.7952,451.2938
257,4.381667,784.6338,451.0583
258,4.398333,787.1417,450.394
259,4.415,790.0316,450.3315
260,4.431667,792.8494,450.2649
261,4.448333,794.7776,450.298
262,4.465,796.0693,450.0498
263,4.481667,796.2039,449.3791
264,4.498333,796.012,448.4131
265,4.515,795.6092,447.3329
266,4.531667,794.5259,445.9106
267,4.548333,792.3852,444.3588
268,4.565,790.3599,442.4484
269,4.581667,787.8704,440.3833
270,4.598333,785.2891,437.7495
271,4.615,781.5332,434.3372
272,4.631667,778.045,430.8497
273,4.648333,773.7313,427.4666
274,4.665,769.2991,424.4403
275,4.681667,764.7458,421.3929
276,4.698333,760.5273,417.5337
277,4.715,754.7129,412.4593
278,4.731667,749.5871,406.2219
279,4.748333,744.8402,399.9864
280,4.765,739.2759,393.1893
281,4.781667,733.526,385.738
282,4.798333,725.4372,378.0081
283,4.815,716.2394,369.2125
284,4.831667,706.5403,359.3642
285,4.848333,683.0,336.0
286,4.865,661.0,325.0
287,4.881667,648.0,313.0
288,4.898333,636.0,304.0
289,4.915,617.0,295.0
290,4.931667,609.0,287.0
291,4.948333,588.0,283.0
292,4.965,579.0,273.0
293,4.981667,569.0,264.0
294,4.998333,553.0,259.0
295,5.015,544.0,256.0
296,5.031667,537.0,249.0
297,5.048333,524.0,244.0
298,5.065,521.0,236.0
299,5.081667,513.0,235.0
300,5.098333,514.0,233.0
301,5.115,510.0,234.0
302,5.131667,512.0,233.0
303,5.148333,508.0,232.0
304,5.165,504.0,232.0
305,5.181667,495.0,232.0
306,5.198333,490.0,230.0
307,5.215,486.0,230.0
308,5.231667,493.0,231.0
309,5.248333,480.0,229.0
310,5.265,484.0,227.0
311,5.281667,479.0,230.0
312,5.298333,481.0,228.0
313,5.315,475.0,232.0
314,5.331667,472.0,235.0
315,5.348333,468.0,238.0
316,5.365,455.0,250.0
317,5.381667,447.0,257.0
318,5.398333,441.0,263.0
319,5.415,439.0,274.0
320,5.431667,433.0,283.0
321,5.448333,429.0,295.0
322,5.465,427.1321,308.0774
323,5.481667,432.7031,319.8989
324,5.498333,432.7502,335.9356
325,5.515,448.2094,346.0963
326,5.531667,460.4537,356.1603
327,5.548333,466.53,357.2027
328,5.565,468.044,354.1002
329,5.581667,468.9115,352.0537
330,5.598333,471.2925,352.2598
331,5.615,474.1572,353.1436
332,5.631667,476.8247,353.0128
333,5.648333,479.2052,352.2457
334,5.665,480.9517,351.0722
335,5.681667,483.1957,350.2207
336,5.698333,484.9177,349.8847
337,5.715,487.416,349.4632
338,5.731667,489.419,349.3555
339,5.748333,492.0482,349.2865
340,5.765,493.8506,349.2253
341,5.781667,495.0667,349.1592
342,5.798333,496.0051,349.1248
343,5.815,497.2766,349.3047
344,5.831667,498.0101,349.8135
345,5.848333,499.9546,350.2728
346,5.865,501.2177,351.2305
347,5.881667,502.8724,352.0897
348,5.898333,504.6909,353.0056
349,5.915,505.9396,354.9523
350,5.931667,508.0744,356.0602
351,5.948333,510.0835,357.1744
352,5.965,512.5869,358.0134
353,5.981667,514.911,359.1827
354,5.998333,516.4176,361.0192
355,6.015,518.5372,361.9436
356,6.031667,521.1081,363.3391
357,6.048333,522.6975,365.0041
358,6.065,525.2818,366.3861
359,6.083333,526.792,367.8387
360,6.1,529.3417,369.3005
361,6.116667,531.4756,370.376
362,6.133333,533.4929,371.2834
363,6.15,535.8842,372.069
364,6.166667,538.5273,372.9487
365,6.183333,541.4769,374.003
366,6.2,552.0,378.0
367,6.216667,554.1151,378.8143
368,6.233333,555.98,379.7001
369,6.25,557.9902,380.8881
370,6.266667,560.0207,382.0288
371,6.283333,573.0,380.0
372,6.3,575.914,379.9597
373,6.316667,579.3008,380.8218
374,6.333333,583.9563,381.0891
375,6.35,587.963,381.7825
376,6.366667,592.9958,381.7533
377,6.383333,598.5485,381.9939
378,6.4,602.989,382.6418
379,6.416667,607.8077,383.1215
380,6.433333,611.8752,383.6694
381,6.45,615.7815,384.5487
382,6.466667,619.7228,385.5226
383,6.483333,624.2376,386.2644
384,6.5,628.0735,387.0925
385,6.516667,632.3706,388.0296
386,6.533333,636.6891,388.8732
387,6.55,641.0408,389.2975
388,6.566667,645.6236,389.3538
389,6.583333,650.0962,389.0669
390,6.6,654.2404,388.0334
391,6.616667,659.3129,387.6192
392,6.633333,663.5359,387.0366
393,6.65,667.7164,386.1227
394,6.666667,672.4969,384.5456
395,6.683333,674.911,383.2421
396,6.7,677.3013,381.2454
397,6.716667,679.3808,379.0867
398,6.733333,681.0932,377.1152
399,6.75,682.6788,375.1719
400,6.766667,683.283,372.8015
401,6.783333,683.7121,370.9994
402,6.8,685.0283,368.0419
403,6.816667,686.6862,365.3436
404,6.833333,688.9983,362.8669
405,6.85,691.0432,360.6944
406,6.866667,692.9061,358.9477
407,6.883333,695.2135,357.9874
408,6.9,697.3991,357.7085
409,6.916667,699.1697,358.3601
410,6.933333,700.4631,359.2187
411,6.95,702.2552,360.5744
412,6.966667,703.2274,361.0637
413,6.983333,704.1194,361.0916
414,7.0,704.6114,360.9574
415,7.016667,704.2812,360.1502
416,7.033333,703.7231,359.461
417,7.05,703.3577,357.943
418,7.066667,702.2981,356.7109
419,7.083333,700.2948,354.9961
420,7.1,697.1797,354.2457
421,7.116667,693.8651,353.3393
422,7.133333,691.4417,352.5423
423,7.15,687.3901,351.2519
424,7.166667,683.6974,350.3077
425,7.183333,679.0965,349.2741
426,7.2,674.5829,348.9935
427,7.216667,669.9326,346.7749
428,7.233333,665.3731,341.8301
429,7.25,662.0852,335.844
430,7.266667,657.794,327.2262
431,7.283333,652.5371,318.2202
432,7.3,647.0,305.0
433,7.316667,634.0,289.0
434,7.333333,619.0,279.0
435,7.35,608.0,272.0
436,7.366667,591.0,255.0
437,7.383333,570.0,255.0
438,7.4,544.0,246.0
439,7.416667,524.0,242.0
440,7.433333,496.0,242.0
441,7.45,492.0,231.0
442,7.466667,484.0,227.0
443,7.483333,475.0,228.0
444,7.5,464.0,232.0
445,7.516667,449.0,241.0
446,7.533333,433.0,261.0
447,7.55,423.0,280.0
448,7.566667,408.0,300.0
449,7.583333,394.0,322.0
450,7.6,382.0,342.0
451,7.616667,394.0,377.0
452,7.633333,414.0,383.0
453,7.65,421.0,376.0
454,7.666667,427.1828,372.3789
455,7.683333,435.1705,370.1645
456,7.7,442.7843,366.0429
457,7.716667,449.6819,363.6466
458,7.733333,457.3666,362.0407
459,7.75,465.2408,359.6464
460,7.768333,474.4454,356.4083
461,7.785,483.5208,352.7565
462,7.801667,493.3654,349.905
463,7.818333,503.9848,346.4256
464,7.835,514.0673,343.6712
465,7.851667,524.5031,340.5396
466,7.868333,534.9294,338.8883
467,7.885,545.9735,337.0839
468,7.901667,555.8335,335.9399
469,7.918333,566.33,335.2316
470,7.935,576.3544,334.5464
471,7.951667,586.5383,332.0145
472,7.968333,596.8514,330.4164
473,7.985,607.28,329.6063
474,8.001667,617.0792,328.4916
475,8.018333,628.4034,329.9689
476,8.035,637.8836,329.0206
477,8.051667,646.9706,327.435
478,8.068333,656.1655,326.7401
479,8.085,664.451,325.857
480,8.101667,672.1935,324.3473
481,8.118333,679.6436,323.2979
482,8.135,686.8665,322.4439
483,8.151667,693.4934,321.223
484,8.168333,700.6446,320.39
485,8.185,707.1064,319.6233
486,8.201667,713.6456,319.3813
487,8.218333,719.6259,318.2511
488,8.235,725.0882,317.8441
489,8.251667,730.7253,317.2033
490,8.268333,735.4911,316.5201
491,8.285,740.2446,316.2768
492,8.301667,743.8931,316.1215
493,8.318333,747.7935,315.5375
494,8.335,751.9433,315.1384
495,8.351667,755.8542,314.6226
496,8.368333,759.9968,314.1789
497,8.385,764.2218,312.8837
498,8.401667,768.1591,312.4488
499,8.418333,772.0019,311.6225
500,8.435,775.4085,310.6263
501,8.451667,778.214,309.7006
502,8.468333,780.5329,309.1038
503,8.485,783.0757,308.8234
504,8.501667,784.8712,308.6972
505,8.518333,786.7101,308.9371
506,8.535,787.7736,309.0664
507,8.551667,788.8069,308.9662
508,8.568333,789.6659,308.9678
509,8.585,789.1829,309.2354
510,8.601667,789.1097,309.2139
511,8.618333,788.8933,308.4816
512,8.635,785.9307,308.1823
513,8.651667,782.7887,307.7381
514,8.668333,780.9538,307.4082
515,8.685,779.0344,306.9606
516,8.701667,778.7802,306.1377
517,8.718333,776.7869,305.7132
518,8.735,776.6923,304.691
519,8.751667,776.9288,303.8798
520,8.768333,777.5888,302.8505
521,8.785,777.6829,302.736
522,8.801667,778.6308,302.6942
523,8.818333,780.1403,303.1357
524,8.835,780.6256,303.7483
525,8.851667,781.0405,304.8407
526,8.868333,781.0094,305.7048
527,8.885,781.2791,306.0833
528,8.901667,780.7741,305.7207
529,8.918333,780.7146,304.8059
530,8.935,781.0422,303.0634
531,8.951667,780.7917,300.804
532,8.968333,780.7855,297.8521
533,8.985,780.5721,294.9302
534,9.001667,779.1375,292.9736
535,9.018333,777.6576,290.7363
536,9.035,775.9807,289.157
537,9.051667,773.1057,287.9166
538,9.068333,769.9728,287.0261
539,9.085,767.0983,286.3518
540,9.101667,763.622,285.9827
541,9.118333,760.23,286.284
542,9.135,755.7732,286.8809
543,9.151667,751.3541,287.9763
544,9.168333,746.082,287.8362
545,9.185,741.4147,286.2758
546,9.201667,735.8144,282.9643
547,9.218333,729.7578,277.9476
548,9.235,721.9018,272.0984
549,9.251667,712.8871,265.8862
550,9.268333,704.0958,259.2687
551,9.285,690.2759,259.1262
552,9.301667,681.0,248.0
553,9.318333,670.0,241.0
554,9.335,661.0,228.0
555,9.351667,652.0,222.0
556,9.368333,646.0,221.0
557,9.385,634.0,218.0
558,9.401667,630.0,202.0
559,9.418333,626.0,199.0
560,9.435,621.0,198.0
561,9.453333,615.0,196.0
562,9.47,607.0,194.0
563,9.486667,598.0,200.0
564,9.503333,597.0,201.0
565,9.52,592.0,207.0
566,9.536667,590.0,212.0
567,9.553333,587.0,215.0
568,9.57,586.0,222.0
569,9.586667,578.0,233.0
570,9.603333,574.0,237.0
571,9.62,570.0,248.0
572,9.636667,569.0,257.0
573,9.653333,571.0,271.0
574,9.67,577.0,286.0
575,9.686667,586.0,303.0
576,9.703333,597.0,313.0
577,9.72,613.0,330.0
578,9.736667,621.0,336.0
579,9.753333,623.2582,332.0554
580,9.77,626.7456,331.1096
581,9.786667,632.6324,331.8704
582,9.803333,637.4966,331.4507
583,9.82,642.4424,330.2345
584,9.836667,646.5496,328.8702
585,9.853333,650.7902,328.0194
586,9.87,655.0099,326.7457
587,9.886667,659.8048,326.022
588,9.903333,664.4107,325.3429
589,9.92,669.5103,324.7507
590,9.936667,674.2171,323.6274
591,9.953333,678.9819,322.8137
592,9.97,683.8441,321.784
593,9.986667,688.6467,320.7952
594,10.00333,693.0617,319.78
595,10.02,697.0945,318.8052
596,10.03667,700.9521,318.0573
597,10.05333,704.3106,317.5118
598,10.07,707.3132,316.7117
599,10.08667,709.986,316.3411
600,10.10333,712.8685,315.8006
601,10.12,715.3574,315.188
602,10.13667,717.9138,314.5295
603,10.15333,719.342,313.5977
604,10.17,721.0132,312.7993
605,10.18667,722.4601,311.7071
606,10.20333,724.031,310.8579
607,10.22,725.2203,309.8327
608,10.23667,726.1015,308.772
609,10.25333,727.0175,308.042
610,10.27,727.6305,307.1065
611,10.28667,728.8556,305.9676
612,10.30333,730.4366,304.7431
613,10.32,731.7813,303.6106
614,10.33667,732.5908,301.9615
615,10.35333,733.1299,299.9583
616,10.37,733.7508,298.502
617,10.38667,734.112,296.8171
618,10.40333,734.2362,295.7769
619,10.42,733.8819,294.8536
620,10.43667,733.0235,294.2415
621,10.45333,732.3179,293.9369
622,10.47,731.7235,294.7476
623,10.48667,730.7265,295.4461
624,10.50333,729.0178,295.7193
625,10.52,727.8172,296.5874
626,10.53667,726.0877,296.9071
627,10.55333,725.0272,297.5048
628,10.57,723.7866,297.9425
629,10.58667,722.6195,297.9304
630,10.60333,721.2351,296.8588
631,10.62,720.0394,296.9797
632,10.63667,719.2252,296.898
633,10.65333,718.9154,297.99
634,10.67,718.277,298.8805
635,10.68667,718.0604,300.6871
636,10.70333,718.1155,301.8592
637,10.72,718.8112,302.7971
638,10.73667,719.2789,302.7893
639,10.75333,720.179,301.9141
640,10.77,721.0667,300.9522
641,10.78667,721.9476,300.2625
642,10.80333,723.3001,298.9804
643,10.82,725.3875,298.5776
644,10.83667,726.8934,298.3151
645,10.85333,729.2736,298.7412
646,10.87,730.745,300.2611
647,10.88667,731.9992,301.1891
648,10.90333,733.6553,303.261
649,10.92,734.9141,304.1497
650,10.93667,736.2133,304.8037
651,10.95333,737.9934,305.904
652,10.97,740.2204,306.6896
653,10.98667,744.9829,310.1304
654,11.00333,746.983,310.7971
655,11.02,748.1424,310.7648
656,11.03667,749.1046,310.83
657,11.05333,749.6616,311.0706
658,11.07,750.7672,310.9573
659,11.08667,752.2409,310.5109
660,11.10333,752.9807,309.9617
661,11.12,754.1972,309.5931
662,11.13667,754.2306,309.0357
663,11.155,754.2342,308.9915
664,11.17167,754.1599,309.0259
665,11.18833,753.7503,309.2078
666,11.205,753.3526,309.1052
667,11.22167,752.7508,309.4185
668,11.23833,752.6404,309.8924
669,11.255,752.0087,310.0034
670,11.27167,751.0872,310.1729
671,11.28833,750.1885,310.2137
672,11.305,748.988,310.4725
673,11.32167,748.0928,310.8452
674,11.33833,746.2706,311.2275
675,11.355,745.0689,311.5412
676,11.37167,742.6394,311.7696
677,11.38833,739.435,310.9093
678,11.405,736.0,310.0
679,11.42167,728.0,309.0
680,11.43833,729.0804,306.7749
681,11.455,718.0,307.0
682,11.47167,718.0,306.0
683,11.48833,716.0,304.0
684,11.505,711.0,302.0
685,11.52167,697.0,297.0
686,11.53833,696.0,292.0
687,11.555,688.0,283.0
688,11.57167,682.0,278.0
689,11.58833,678.0,270.0
690,11.605,669.0,263.0
691,11.62167,661.0,260.0
692,11.63833,647.0,255.0
693,11.655,645.0,246.0
694,11.67167,640.0,239.0
695,11.68833,630.0,233.0
696,11.705,624.0,226.0
697,11.72167,616.0,222.0
698,11.73833,613.0,222.0
699,11.755,610.0,218.0
700,11.77167,609.0,214.0
701,11.78833,605.0,212.0
702,11.805,605.0,209.0
703,11.82167,603.0,211.0
704,11.83833,606.0,211.0
705,11.855,608.0,212.0
706,11.87167,614.0,212.0
707,11.88833,619.0,212.0
708,11.905,619.0,212.0
709,11.92167,621.0,218.0
710,11.93833,621.0,219.0
711,11.955,621.0,219.0
712,11.97167,624.0,221.0
713,11.98833,624.0,224.0
714,12.005,624.0,225.0
715,12.02167,625.0,225.0
716,12.03833,626.0,227.0
717,12.055,626.0,233.0
718,12.07167,626.0,235.0
719,12.08833,626.0,237.0
720,12.105,625.0,241.0
721,12.12167,625.0,247.0
722,12.13833,625.0,256.0
723,12.155,627.0,266.0
724,12.17167,629.0,271.0
725,12.18833,634.0,282.0
726,12.205,637.8842,291.8242
727,12.22167,641.4832,296.942
728,12.23833,645.3789,296.8738
729,12.255,647.511,295.2033
730,12.27167,650.1914,294.8757
731,12.28833,652.468,294.5696
732,12.305,654.8103,293.6986
733,12.32167,657.1516,292.4708
734,12.33833,659.0705,291.0132
735,12.355,660.8163,289.5398
736,12.37167,663.0092,288.4228
737,12.38833,664.7917,286.7487
738,12.405,667.1814,285.4296
739,12.42167,669.2325,283.9431
740,12.43833,671.4611,282.7283
741,12.455,673.878,281.511
742,12.47167,675.8297,280.7518
743,12.48833,677.4937,279.9794
744,12.505,678.7921,279.7588
745,12.52167,679.8567,279.6997
746,12.53833,681.0393,279.7221
747,12.555,681.8484,279.7402
748,12.57167,682.3995,279.6656
749,12.58833,683.0785,279.6334
750,12.605,682.7889,279.0151
751,12.62167,684.034,278.6147
752,12.63833,683.7326,277.7617
753,12.655,683.3081,276.8024
754,12.67167,682.9053,275.9973
755,12.68833,684.4194,275.6114
756,12.705,683.3758,274.8399
757,12.72167,684.2499,274.7244
758,12.73833,684.4009,274.6905
759,12.755,683.8179,274.9078
760,12.77167,684.7181,275.6731
761,12.78833,683.9259,275.8981
762,12.805,684.8998,276.6532
763,12.82167,684.3309,276.7407
764,12.83833,684.1477,276.7687
765,12.85667,684.6733,276.7288
766,12.87333,685.863,276.5789
767,12.89,685.4569,275.6877
768,12.90667,685.7391,275.2225
769,12.92333,686.4089,274.7666
770,12.94,686.9615,274.5381
771,12.95667,687.6143,274.6527
772,12.97333,688.7839,275.1704
773,12.99,689.3798,275.6805
774,13.00667,690.2013,275.9858
775,13.02333,691.3338,276.4536
776,13.04,692.2696,276.444
777,13.05667,693.252,276.4437
778,13.07333,694.3318,276.3131
779,13.09,695.357,276.178
780,13.10667,696.1326,276.0238
781,13.12333,697.3912,276.027
782,13.14,698.3406,275.9642
783,13.15667,699.3895,275.8865
784,13.17333,700.1235,275.7059
785,13.19,701.2266,275.4712
786,13.20667,701.9151,275.0163
787,13.22333,702.7243,274.7939
788,13.24,703.3179,274.7331
789,13.25667,703.5087,274.7321
790,13.27333,703.7338,274.9186
791,13.29,703.9563,275.3863
792,13.30667,703.8012,275.7332
793,13.32333,703.7723,276.1644
794,13.34,703.1659,276.5539
795,13.35667,703.0541,277.0766
796,13.37333,702.5901,277.1824
797,13.39,702.0704,277.4712
798,13.40667,701.3342,277.4616
799,13.42333,700.6084,277.4558
800,13.44,699.6496,277.4515
801,13.45667,698.7724,277.4057
802,13.47333,697.9117,277.318
803,13.49,697.0398,277.2084
804,13.50667,695.775,276.9105
805,13.52333,694.7428,276.8803
806,13.54,693.6012,276.6618
807,13.55667,692.4212,276.6914
808,13.57333,691.0536,276.6248
