,t,pixelx_kp1,pixely_kp1,pixelx_kp2,pixely_kp2,pixelx_kp3,pixely_kp3,angle1_deg,angle2_deg
16,0.6333333333333333,766.0458,317.0076,766.7943,378.6893,683.7943,502.6893,89.30475674157422,34.49180839319647
17,0.6666666666666666,766.0458,317.0076,753.8434,369.0548,662.8434,500.0548,103.19461515613774,21.591411858791776
18,0.7,766.0458,317.0076,757.8562,367.8475,666.6055999999999,500.2906,99.15094093353011,25.415109977317293
19,0.7333333333333333,766.0458,317.0076,753.2835,361.6766,673.0054,502.0882,105.94507402175434,13.813002065625227
20,0.7666666666666667,766.0458,317.0076,741.7727,366.3347,667.3394000000001,506.7494,116.20108261694041,1.7268103894741673
21,0.8,766.0458,317.0076,751.6999999999999,363.4565,677.0998999999999,508.66600000000005,107.16336784603084,10.028064684723606
22,0.8333333333333334,766.0458,317.0076,757.7128,365.4929,687.6383000000001,510.8024,99.75195326402208,15.993413892469178
23,0.8666666666666667,766.0458,317.0076,767.7983,358.7001,705.6349,510.9827,87.59304960917365,24.61276284753274
24,0.9,766.0458,317.0076,776.2619,360.151,721.3534,516.4189000000001,76.67807640982448,32.682080312975664
25,0.9333333333333332,766.0458,317.0076,783.4456,362.0164,728.6743,522.2959000000001,68.86416496077528,40.002347514283734
26,0.9666666666666668,766.0458,317.0076,787.2875,361.5164,742.448,522.627,64.48732101899425,41.06536278084025
27,1.0,766.0458,317.0076,801.6784,361.0164,752.8559,522.6666,51.00395024598298,55.80171051121757
28,1.0333333333333334,766.0458,317.0076,808.6912,361.5164,765.0552,524.2374,46.22482555830777,58.786685111184156
29,1.0666666666666669,766.0458,317.0076,812.6676,366.8455,774.5123,529.2107,46.90961325052858,56.31476337738839
30,1.1,766.0458,317.0076,820.2295,368.9673,782.1184000000001,531.8011,43.799669399272446,59.37323820070673
31,1.1333333333333333,766.0458,317.0076,841.1931,365.8819,797.5045,534.0865000000001,33.03917010305453,71.52081625097149
32,1.1666666666666667,766.0458,317.0076,854.9859,366.0528000000001,830.4859,531.0528,28.87413470150537,69.57171059191911
33,1.2,766.0458,317.0076,854.9132,357.98010000000005,842.4132,525.9801,24.752162737534587,69.50307522446464
34,1.2333333333333334,766.0458,317.0076,868.5477999999999,358.98010000000005,847.0477999999999,527.9801,22.268109217670425,74.98205242806219
35,1.2666666666666666,766.0458,317.0076,871.1097,365.4801000000001,855.6097,528.9801,24.766809042931822,70.6487160422231
36,1.3,766.0458,317.0076,877.366,364.4801000000001,866.366,530.9801,23.095824130613305,70.68398972738598
37,1.3333333333333333,766.0458,317.0076,881.5861,363.8583,873.5861,529.8583000000001,22.072174515075915,70.68693314354435
38,1.3666666666666667,766.0458,317.0076,879.5625,358.2001,880.5625,527.2001,19.94462568923192,69.71634998631663
39,1.4,766.0458,317.0076,878.1607,355.3711,886.6607,524.3711000000001,18.88993149449702,68.23075438818577
40,1.4333333333333331,766.0458,317.0076,882.7461999999999,357.54200000000003,902.2462,521.542,19.15402050827296,64.06520701865843
41,1.4666666666666666,766.0458,317.0076,889.2953,356.1274,906.2953,520.1274000000001,17.609610863601176,66.47232878429121
42,1.5,766.0458,317.0076,884.6007999999999,353.5056,909.1008,521.0056,17.111354542492016,64.56707922284104
43,1.5333333333333334,766.0458,317.0076,885.37,351.1766,905.9085,519.7052,15.979293719991068,67.0723611597382
44,1.5666666666666669,766.0458,317.0076,886.1264,341.2748,910.7145,509.9625,11.425079674515576,70.28182944302279
45,1.6,766.0458,317.0076,885.8464,341.44570000000004,913.4449,507.1151,11.52956912090022,69.01250562055583
46,1.6333333333333333,766.0458,317.0076,888.8464,342.94570000000004,926.07,505.6503000000001,11.926781335825464,65.18684677316563
47,1.6666666666666667,766.0458,317.0076,888.8592,343.94570000000004,930.7413,503.0418,12.37143704210415,62.8800473770169
48,1.7,766.0458,317.0076,886.8228,337.94570000000004,936.8094,499.1896000000001,9.835139058170112,62.94110348669993
49,1.7333333333333334,766.0458,317.0076,889.9953,335.6537,946.9242,493.9335,8.55502941876293,61.66270470803982
50,1.7666666666666666,766.0458,317.0076,888.4189,336.2262,951.647,491.5771,8.925354346328728,58.92823273691837
51,1.8,766.0458,317.0076,890.2792,336.5258,959.6733,488.3557,8.928703610727691,56.508449664054396
52,1.8333333333333333,766.0458,317.0076,890.9556,336.7547,966.8802,484.56520000000006,8.983591006886927,53.82857732417966
53,1.8666666666666667,766.0458,317.0076,891.4226,337.18010000000004,973.4487,477.9061,9.140269552327513,50.62275905671975
54,1.9,766.0458,317.0076,888.9282999999999,344.30510000000004,975.2858,481.6393000000001,12.524487830907265,45.31330601332186
55,1.9333333333333331,766.0458,317.0076,887.7615000000001,344.1558,980.1144,477.3112,12.573777706060897,42.68211616667925
56,1.9666666666666663,766.0458,317.0076,884.7886,343.7955,983.0714,470.8849,12.71288184368869,39.57104852519027
57,2.0,766.0458,317.0076,882.186,349.0944,987.3442,470.8248,15.444221256920855,33.73330878079444
58,2.033333333333333,766.0458,317.0076,886.6867,348.5242,997.3624,466.5291,14.640909259583001,32.19478878884834
59,2.066666666666667,766.0458,317.0076,882.7042,346.2436,997.8819,460.13880000000006,14.069243419565995,30.609980663776376
60,2.1,766.0458,317.0076,875.4608,342.32810000000006,993.2441,453.53350000000006,13.029854103040172,30.324727176924416
61,2.1333333333333333,766.0458,317.0076,880.0679,347.54120000000006,999.2055,459.0083,14.991312292832562,28.103586459101614
62,2.1666666666666665,766.0458,317.0076,891.0278000000001,346.77170000000007,1006.9558,462.1892,13.395309405907398,31.478258707730447
63,2.2,766.0458,317.0076,882.5585,340.1544,992.6334,463.3932,11.236273170345074,36.99301468099071
64,2.2333333333333334,766.0458,317.0076,876.3915,333.4938,978.8073,465.2425,8.497422234130951,43.64261181172416
65,2.2666666666666666,766.0458,317.0076,873.2528,322.49530000000004,961.6777,470.1075000000001,2.9302924617149992,56.14661567880374
66,2.3,766.0458,317.0076,871.3744999999999,310.1125,951.3621,467.0508,356.2546081889637,66.73856881344857
67,2.333333333333333,766.0458,317.0076,859.5032,301.1275,927.0438,453.4162,350.3565177526437,75.726019438322
68,2.3666666666666667,766.0458,317.0076,849.0302,286.173,919.8474,432.709,339.61639177125386,84.59028649369678
69,2.4,766.0458,317.0076,831.4463999999999,273.22810000000004,883.6999999999999,406.58720000000005,326.2014432621876,102.40200550001047
70,2.433333333333333,766.0458,317.0076,827.9181,262.8799,836.9181,394.8799,318.81961510985894,127.27989114775916
71,2.466666666666667,766.0458,317.0076,828.2343999999999,251.46540000000005,795.2343999999999,363.4654000000001,313.4960323345157,152.92120049591907
72,2.5,766.0458,317.0076,834.0379,253.8308,765.0379,346.8308,317.10242311805655,169.47060786046282
73,2.533333333333333,766.0458,317.0076,815.7216,247.9526,710.7216,323.9526,305.72994604793723,161.62732355964536
74,2.566666666666667,766.0458,317.0076,799.9417,232.34360000000004,677.9417,303.34360000000004,291.819084301579,142.01708621814518
75,2.6,766.0458,317.0076,796.8926,213.07640000000004,669.8926,285.07640000000004,286.53089870057033,136.08106271991383
76,2.6333333333333333,766.0458,317.0076,796.5507,217.3691,660.5507,293.3691,287.02227028155727,136.21975632762175
77,2.6666666666666665,766.0458,317.0076,788.7943,212.44370000000004,650.7943,280.44370000000004,282.27378195380254,128.5057218869592
78,2.7,766.0458,317.0076,773.7943,225.78560000000004,633.7943,314.78560000000004,274.85511424412044,127.29981750333192
79,2.7333333333333334,766.0458,317.0076,745.4289,246.8838,615.4289,356.8838,253.61628572961558,113.85264403888944
80,2.7666666666666666,766.0458,317.0076,730.7907,288.54900000000004,616.7216,410.7856,218.91114108116793,85.89068311710801
81,2.8,766.0458,317.0076,720.2911,346.97110000000004,627.8926,486.8092,146.78030894430836,23.32543947250853
82,2.833333333333333,766.0458,317.0076,727.0569999999999,390.02490000000006,651.1125999999999,549.8583000000001,118.10072826581032,2.686127012139088
83,2.8666666666666667,766.0458,317.0076,733.4481999999999,366.2009000000001,662.4544,530.373,123.53017031267358,10.144814166419561
84,2.9,766.0458,317.0076,731.6914999999999,373.4827,665.0889999999999,535.7384,121.31251705419781,8.99541407139123
85,2.933333333333333,766.0458,317.0076,737.383,374.1784,674.5036,534.6166000000001,116.62707292748793,5.225724134750828
86,2.966666666666667,766.0458,317.0076,739.7294,374.5854,681.5036,538.6166000000001,114.56315450092785,5.019928830002461
87,3.0,766.0458,317.0076,743.0403,375.6796,693.6254,538.6166000000001,111.4103224106634,4.53902517118093
88,3.033333333333333,766.0458,317.0076,746.2187,376.6598,700.7472,538.6166000000001,108.38569002400492,2.7029056091693477
89,3.066666666666667,766.0458,317.0076,747.9358,378.7682,719.4544,547.6166000000001,106.34266801625115,6.768127677174982
90,3.1,766.0458,317.0076,751.4371,381.0356,728.5763,550.6166000000001,102.85265769739516,5.175039127569084
91,3.1333333333333333,766.0458,317.0076,752.1476,376.0414,732.869,547.1294,103.24777947922732,6.818674955614852
92,3.1666666666666665,766.0458,317.0076,751.4383,378.0803,737.7472,547.1294,103.45141808263452,8.821202006999911
93,3.2,766.0458,317.0076,753.5346,380.6003,740.0399,549.1294,101.1301960531093,6.55209538800585
94,3.2333333333333334,766.0458,317.0076,755.8113999999999,384.5264,747.0399,550.1294,98.61919760329832,5.58724328028696
95,3.2666666666666666,766.0458,317.0076,754.6836,388.8144,752.5036,561.7149,98.99153105784396,8.269160786020262
96,3.3,766.0458,317.0076,757.0336,383.84100000000007,759.0266,556.4102,97.67976794949831,8.34144692870273
97,3.333333333333333,766.0458,317.0076,769.7107,394.78350000000006,765.1068,561.9136000000001,87.30214510707451,4.275771423620157
98,3.3666666666666667,766.0458,317.0076,771.7361,392.4755,771.8397,557.8403000000001,85.68804187986647,4.276062681799772
99,3.4,766.0458,317.0076,775.8212,395.2240000000001,780.7336999999999,559.2428,82.87617373203439,5.408282689961246
100,3.433333333333333,766.0458,317.0076,782.0254,396.9247,790.3865999999999,558.3032000000001,78.69270092659,8.341392847389166
101,3.466666666666667,766.0458,317.0076,784.7487,395.4252,801.0610999999999,555.3966,76.58534820363427,7.592284219198504
102,3.5,766.0458,317.0076,790.9861999999999,398.6342,826.0889999999999,552.0096000000001,73.00985792978075,4.098964916498358
103,3.533333333333333,766.0458,317.0076,827.6745,387.7659,835.6745,556.7659000000001,48.944954519825686,38.34484237999972
104,3.566666666666667,766.0458,317.0076,830.3382,383.6834,836.8454,549.6933,46.042571317137664,41.71271722918523
105,3.6,766.0458,317.0076,830.1996,380.57180000000005,847.8945,545.8642,44.73550046487572,39.154136500695394
106,3.633333333333333,766.0458,317.0076,828.8448,377.409,851.1146,546.5715,43.88510895601887,38.615179237897586
107,3.6666666666666665,766.0458,317.0076,837.7073,374.2649,872.1146,538.2787000000001,38.624738369707494,39.527393412604866
108,3.7,766.0458,317.0076,840.847,376.7015,874.0418999999999,539.5223000000001,38.591056897234935,39.88575310483135
109,3.733333333333333,766.0458,317.0076,843.8519,377.6378,887.3837,534.5223000000001,37.92741082015343,36.56449194597075
110,3.7666666666666666,766.0458,317.0076,841.3865,380.0033,883.4819,534.5223000000001,39.900490943296056,34.860317743231704
111,3.8,766.0458,317.0076,863.6392,390.27810000000005,884.3601,536.5223000000001,36.89823636608973,45.03737613328071
112,3.8333333333333335,766.0458,317.0076,859.9456,375.1078,888.9456,537.1078,31.747017531347232,48.10383066968452
113,3.8666666666666663,766.0458,317.0076,870.5762,385.994,893.8238,532.1569,33.42341221056624,47.53924166247141
114,3.9,766.0458,317.0076,873.5105,382.8758,892.702,529.3278,31.505328145394586,51.02900486388063
115,3.933333333333333,766.0458,317.0076,875.0995,381.9205,903.1656,528.3278,30.762713068570353,48.385407850880206
116,3.966666666666667,766.0458,317.0076,874.9033,380.9374,912.6293,522.3278,30.42485138299425,44.63544890292206
117,4.0,766.0458,317.0076,874.8097,379.6963,916.2148,519.3278,29.95803647497678,43.52522875464161
118,4.033333333333333,766.0458,317.0076,874.6572,376.1477,914.8002,517.3278,28.56877733629968,45.55870741601681
119,4.066666666666666,766.0458,317.0076,873.1594,373.5089,916.9711,516.3278,27.811176511916116,45.134694163111114
120,4.1,766.0458,317.0076,874.5726000000001,370.9402,921.2639,503.3278,26.42516651723537,44.147782670307315
121,4.133333333333334,766.0458,317.0076,876.1339,370.71670000000006,933.1421,502.4496,26.006535782556604,40.59262761208045
122,4.166666666666667,766.0458,317.0076,879.9621999999999,368.6122,939.4348,493.4496,24.370722857113627,40.15612362282512
123,4.2,766.0458,317.0076,884.5973,367.94430000000006,952.0203,489.8642,23.25120600545053,37.80573403955002
124,4.233333333333333,766.0458,317.0076,877.7525,370.6112,954.8749,486.4005,25.634495680655238,30.699583564513276
125,4.266666666666667,766.0458,317.0076,873.086,368.8888,958.144,477.6933,25.858954513199798,26.124500681106483
126,4.3,766.0458,317.0076,874.3584,369.4603,954.0713,481.1078,25.839581908646377,28.634742292849676
127,4.333333333333333,766.0458,317.0076,870.6049999999999,369.1023,957.0478,481.1078,26.483937461460833,25.8560787992505
128,4.366666666666666,766.0458,317.0076,870.063,369.4016,962.2678,478.1078,26.734631214780883,22.960697431191793
129,4.4,766.0458,317.0076,872.8732,368.5018,972.5116,470.1902,25.73554350622931,19.847847720739274
130,4.433333333333334,766.0458,317.0076,871.5082,368.3727,973.6162,465.4264,25.96823876806748,17.57802834270971
131,4.466666666666667,766.0458,317.0076,871.1917,368.8649,976.0841,460.97760000000005,26.252226779259946,15.036202458695099
132,4.5,766.0458,317.0076,871.1343999999999,367.2282,979.9759,455.4099,25.54258424730349,13.47127203018744
133,4.533333333333333,766.0458,317.0076,869.6483,365.4329,980.3273,447.6561,25.052063670359598,11.55651702771066
134,4.566666666666666,766.0458,317.0076,866.8969000000001,365.5071,980.4407,443.5438,25.68299627471125,8.817075112493804
135,4.6,766.0458,317.0076,863.9479,366.4663000000001,978.7154,440.0220000000001,26.802233696938693,5.854004503186183
136,4.633333333333334,766.0458,317.0076,866.6054999999999,371.5901,977.5605,446.7404,28.492535334769855,5.617419272900224
137,4.666666666666667,766.0458,317.0076,859.9813999999999,367.3025,966.6823,440.8622,28.165440227018316,6.416975633670312
138,4.7,766.0458,317.0076,865.3549999999999,366.05410000000006,972.8277,449.52040000000005,26.283692910631324,11.550218488240155
139,4.733333333333333,766.0458,317.0076,872.8037999999999,361.1077,976.2167,448.8858,22.444772601605166,17.880220799996422
140,4.766666666666667,766.0458,317.0076,876.6379999999999,353.026,965.3621,451.8367,18.03973657896882,30.03896293035795
141,4.8,766.0458,317.0076,864.2138,343.5029,946.7766,445.4948,15.104102409969743,35.905606533976545
142,4.833333333333333,766.0458,317.0076,860.8769,334.7608,940.3366,439.3966,10.603526947015837,42.18368867839723
143,4.866666666666666,766.0458,317.0076,845.7491,312.4202,941.7491,432.4202,356.7059205799546,54.63427116595535
144,4.9,766.0458,317.0076,834.1872999999999,299.2001,909.1873,423.2001,345.3543643446353,73.47846300926238
145,4.933333333333334,766.0458,317.0076,826.9908,281.4929,894.9908,399.4929,329.76920711351625,90.27718471868224
146,4.966666666666667,766.0458,317.0076,813.9652,266.78560000000004,869.9652,375.7856,313.65596922131755,109.15167861437888
147,5.0,766.0458,317.0076,808.4761,254.90740000000005,835.4761,347.90740000000005,304.34305526927784,129.46773847369525
148,5.033333333333333,766.0458,317.0076,811.5723,253.39460000000005,801.5723,340.3946,305.59050998034604,150.9664365178173
149,5.066666666666666,766.0458,317.0076,790.6214,241.80920000000003,742.6214,322.80920000000003,288.09791709646146,167.44724913940863
150,5.1,766.0458,317.0076,782.9141999999999,231.73650000000004,717.9141999999999,286.73650000000004,281.18982741927664,141.42618572855048
151,5.133333333333334,766.0458,317.0076,781.6214,233.151,685.6214,273.151,280.5222581190801,123.14212306712056
152,5.166666666666667,766.0458,317.0076,799.7904,230.0292,692.7904,263.0292,291.2045244862464,128.34487379100415
153,5.2,766.0458,317.0076,794.9848999999999,226.61470000000003,679.9848999999999,252.61470000000003,287.75235986315806,120.49200665564015
154,5.233333333333333,766.0458,317.0076,788.0831000000001,233.2728,670.0831000000001,257.2728,284.7447315554179,116.24129457300369
155,5.266666666666667,766.0458,317.0076,780.4977,233.51640000000003,665.4977,260.51640000000003,279.8203000710208,113.03304694935609
156,5.3,766.0458,317.0076,775.3759,241.58910000000003,654.3759,267.58910000000003,277.05228826576047,109.17937930069057
157,5.333333333333333,766.0458,317.0076,753.645,264.85630000000003,634.645,296.85630000000003,256.62432188872106,91.67554188131206
158,5.366666666666666,766.0458,317.0076,709.0615,291.17260000000005,600.0615,333.17260000000005,204.3881370557064,45.460863675656945
159,5.4,766.0458,317.0076,690.8179,303.46540000000005,585.8179,375.4654000000001,190.204842761804,44.64383207060765
160,5.433333333333334,766.0458,317.0076,686.3542,314.97810000000004,593.3542,402.9781,181.45883199186454,44.87647806924592
161,5.466666666666667,766.0458,317.0076,684.73,331.5683,599.5979,425.4909,169.84800267580488,37.65862139871261
162,5.5,766.0458,317.0076,693.8843999999999,350.93930000000006,620.1342,461.0037,154.8161737282131,30.991554918096263
163,5.533333333333333,766.0458,317.0076,719.4661000000001,347.1168,637.0124000000001,467.9565,147.1213016031028,22.814039380186102
164,5.566666666666666,766.0458,317.0076,714.3256,344.3495,633.2816,470.2493,152.13681660884762,29.366693161502372
165,5.6,766.0458,317.0076,711.2086,342.5091,634.7941000000001,470.0284,155.05968068018257,34.128007771925176
166,5.633333333333334,766.0458,317.0076,715.3263,343.26210000000003,643.3892999999999,473.7782,152.63205685017505,33.769672767501916
167,5.666666666666667,766.0458,317.0076,713.0879,342.0287,646.7612,474.916,154.71059915552803,38.18590157120083
168,5.7,766.0458,317.0076,716.3466000000001,342.2558,654.0568000000001,477.8987,153.06850824089207,38.403020863717956
169,5.733333333333333,766.0458,317.0076,715.1898,343.14110000000005,657.7927,481.80500000000006,152.80261477454712,40.316500761700645
170,5.766666666666667,766.0458,317.0076,717.4995,345.84000000000003,664.8849,488.4516,149.29326713915455,39.04241733322226
171,5.8,766.0458,317.0076,719.654,345.7395,674.8738000000001,490.9241,148.22876523444285,41.08710380993385
172,5.833333333333333,766.0458,317.0076,721.6590000000001,346.4282,684.2981,494.3339,146.46265990182206,42.28632535725727
173,5.866666666666666,766.0458,317.0076,724.1594,347.84520000000003,693.0519999999999,500.6604,143.6387612569029,42.132714221565585
174,5.9,766.0458,317.0076,727.6325999999999,349.62030000000004,704.2036,504.8397000000001,139.66883557049184,41.08533802378966
175,5.933333333333334,766.0458,317.0076,731.0161,352.67490000000004,714.9630999999999,510.7053,134.48327653805646,38.68296887340146
176,5.966666666666667,766.0458,317.0076,735.5286,354.6281,725.6334999999999,516.2369000000001,129.04845952889588,35.54468640400454
177,6.0,766.0458,317.0076,739.3593,357.63390000000004,736.4295,520.5639000000001,123.30000876791202,32.26982964056649
178,6.033333333333333,766.0458,317.0076,745.4643,359.9538,749.1092,524.3433,115.60556455007192,26.87573797640531
